gene_symbol,log2FoldChange,pvalue
0610009L18Rik,-0.017778071945654,0.99999707001475
2410015M20Rik,0.0462174728280611,0.99999707001475
Epb42,0.0306420859639361,0.99999707001475
Cwf19l2,-0.0135994428169131,0.99999707001475
Abcf3,0.0130071205232755,0.99999707001475
Gpbp1l1,0.0411553233944874,0.99999707001475
Sord,0.111189037266751,0.99999707001475
Gm37397,0.0196848958301797,0.99999707001475
Gm12389,0.0145907201077215,0.99999707001475
Gm45053,-0.037416828030862,0.99999707001475
Gm7199,0.0154899509100624,0.99999707001475
Lrrn4cl,-0.0457993775336271,0.99999707001475
Ate1,0.0144103671370902,0.99999707001475
Ctsb,-0.0755184694268099,0.99999707001475
Smpd5,0.121867801316067,0.99999707001475
Pram1,-0.0504987096870802,0.99999707001475
Sgca,-0.0674011863268535,0.99999707001475
Mir687,-0.0182921495690607,0.99999707001475
Zscan12,-0.012312409828464,0.99999707001475
2310040G24Rik,0.107804575307931,0.99999707001475
Mrpl52,0.0495152039050909,0.99999707001475
Aloxe3,0.0885375045903785,0.99999707001475
Wdr3,0.00782071310724895,0.99999707001475
Gm20535,0.0936805002844193,0.99999707001475
Glmp,-0.0585047340237805,0.99999707001475
Chn2,0.0388843279483433,0.99999707001475
Gm9974,0.0387712835654226,0.99999707001475
Mylk3,0.0429440226580367,0.99999707001475
Ube2ql1,0.0360875703682302,0.99999707001475
Dnd1,0.0160832260930613,0.99999707001475
Zbtb40,0.0490613800319065,0.99999707001475
Wdr44,-0.0604045127625563,0.99999707001475
Car14,-0.0114171652356486,0.99999707001475
Zmym6,-0.0907759318152435,0.99999707001475
Gspt1,-0.0455095204755604,0.99999707001475
Snord11,-0.0105772538551812,0.99999707001475
Cd5l,-0.0892056170607102,0.99999707001475
Gm38142,0.0720028508426692,0.99999707001475
Rpl30-ps2,0.0280329209209056,0.99999707001475
Rpl31-ps14,0.0166357489241171,0.99999707001475
Nsa2-ps2,0.0183818453419973,0.99999707001475
Krt222,0.130740797157968,0.99999707001475
Gm13244,-0.0422330839311757,0.99999707001475
Zfp820,0.0149044238626664,0.99999707001475
Glrx5,6.55282754145954e-4,0.99999707001475
Lamtor1,-0.0121628213865068,0.99999707001475
Gm45456,-0.0367585322537677,0.99999707001475
Inpp4a,-0.004211817411389,0.99999707001475
Gm43712,0.0438673855677099,0.99999707001475
Ppp1r13b,0.0782098128334938,0.99999707001475
n-R5s192,0.00331553139785079,0.99999707001475
Gm44164,0.0493190647328369,0.99999707001475
Ift140,-0.0382091813980902,0.99999707001475
Zfp13,-0.0386217522175185,0.99999707001475
Tgm1,-0.0899388410274614,0.99999707001475
Gm45493,-0.0331429245447129,0.99999707001475
Ccdc88a,0.046410171598626,0.99999707001475
Ighg3,0.0572548741016803,0.99999707001475
Gm9023,-0.0319105011274245,0.99999707001475
Gm12609,-0.00956748428570224,0.99999707001475
Gm2822,0.00409522167290261,0.99999707001475
Nmt1,-0.0892719150385386,0.99999707001475
Ssh2,-0.124199938684031,0.99999707001475
Slc35f3,-0.0728196144606163,0.99999707001475
Adamts20,0.00117952868182671,0.99999707001475
Etl4,0.00328703479584382,0.99999707001475
Hs3st6,0.02107649865266,0.99999707001475
Fsd2,0.0500288921664515,0.99999707001475
Slc39a13,0.0517876343641156,0.99999707001475
Ldhal6b,-0.0354856789102027,0.99999707001475
Plrg1,0.0200642321999798,0.99999707001475
D130043K22Rik,-0.0116989290476614,0.99999707001475
Dab2,0.0148449007590007,0.99999707001475
Scarf2,-0.0760709737080748,0.99999707001475
9330020H09Rik,0.0225507862386915,0.99999707001475
Oaz2-ps,0.0208383538303266,0.99999707001475
Actl10,0.015549414518397,0.99999707001475
Gm28053,-0.00502887374419304,0.99999707001475
Gm8463,0.0497195760972833,0.99999707001475
Gm43039,-0.069556118714754,0.99999707001475
A330102I10Rik,0.0724622994838871,0.99999707001475
Rab38,-0.0151896924783634,0.99999707001475
Gm14306,-0.0202134987698885,0.99999707001475
Gm9027,-0.0221119295241651,0.99999707001475
Purb,0.024391254181306,0.99999707001475
Zfp113,-0.0627439989642024,0.99999707001475
Gm28071,-0.027873354572119,0.99999707001475
Cenpf,0.0991471000471626,0.99999707001475
Ptpn21,-0.0273918793778723,0.99999707001475
Gm6560,0.00961194476596118,0.99999707001475
Prkch,0.00137460145530119,0.99999707001475
March1,-0.128191398585506,0.99999707001475
Gm11868,-0.0780870696272097,0.99999707001475
Rdh10,0.00157893535376466,0.99999707001475
Lin28b,0.00421434235058319,0.99999707001475
Sp140,-0.00885420474533873,0.99999707001475
Rasl11a,0.0165185401021921,0.99999707001475
Scnm1,-0.031838026830053,0.99999707001475
Krtcap3,-0.00556367423527884,0.99999707001475
Sh3bgr,-0.0657833511673462,0.99999707001475
Gm15859,-0.0470160335870088,0.99999707001475
Nifk,0.0400454675500214,0.99999707001475
Sirt4,-0.0806294229193471,0.99999707001475
Gm6594,0.057418042336464,0.99999707001475
Gm4996,-0.0766533296598463,0.99999707001475
Gm5139,0.0181397255882022,0.99999707001475
Rab9,-0.0428042839779404,0.99999707001475
Slk,0.0200418757291958,0.99999707001475
Gm6685,-0.00385720761368094,0.99999707001475
Cyth2,0.0518405590194664,0.99999707001475
Mrpl35,-0.0237541817601232,0.99999707001475
Gm43053,0.070829741997963,0.99999707001475
Ighg2c,-0.0231655910934719,0.99999707001475
Klf10,-0.0385640822017018,0.99999707001475
Syngr2,-0.0457109924126854,0.99999707001475
Mtmr3,-0.0354865434092639,0.99999707001475
Vps37c,-0.0301828768250751,0.99999707001475
Dazl,0.0147013332680334,0.99999707001475
Gm45679,0.0684872553872992,0.99999707001475
Ccdc162,0.013182562000792,0.99999707001475
Il1rl1,-0.0167826032120287,0.99999707001475
Gm16005,0.0502515202023842,0.99999707001475
Gm13840,0.0428263743665839,0.99999707001475
Cln8,0.0312428208800606,0.99999707001475
2310001K20Rik,0.0779178138266353,0.99999707001475
Zcchc10,0.00224504624093322,0.99999707001475
Slc8a2,-0.0203058886021751,0.99999707001475
Fbxl18,0.00575999175266957,0.99999707001475
Hoxa1,-5.75056638749539e-4,0.99999707001475
Emilin2,-0.096139109099769,0.99999707001475
H2-DMa,0.00606931661035434,0.99999707001475
Gm42725,-0.020082084693152,0.99999707001475
Gm24371,0.0811389934751118,0.99999707001475
Gm45593,0.0340883144203489,0.99999707001475
Gm11952,-0.0127946892582155,0.99999707001475
Gm6649,0.0319336009190135,0.99999707001475
Calr-ps,0.012786079432154,0.99999707001475
Ccdc57,0.00363411404313113,0.99999707001475
Slc48a1,0.0805196682904375,0.99999707001475
Gm37240,0.0404663957578228,0.99999707001475
Snora23,0.0518597942977612,0.99999707001475
Gm43360,-0.0297637317277841,0.99999707001475
Pxylp1,-0.032878314469845,0.99999707001475
Fam221a,-0.0245943569726874,0.99999707001475
Tug1,-0.022760396725825,0.99999707001475
BC029722,-0.0673542114249431,0.99999707001475
Tox,-0.00557103559542923,0.99999707001475
Cfap57,0.0456296836548014,0.99999707001475
Prkca,0.0308367671681651,0.99999707001475
Crtc2,-0.0398265888730657,0.99999707001475
Gm5266,0.0845954610823205,0.99999707001475
Prr36,-0.00484375831209361,0.99999707001475
Gm13778,-0.0243726560455288,0.99999707001475
Cd9,-0.0426964087625271,0.99999707001475
Msantd2,-0.111499353650231,0.99999707001475
Nfrkb,0.00619367096418573,0.99999707001475
Stard10,-0.0170433058422754,0.99999707001475
Gm43814,-0.0454653398286224,0.99999707001475
Ints7,-0.00682552938785166,0.99999707001475
Gm15183,0.120268006022106,0.99999707001475
Gm16409,-0.0999272029788269,0.99999707001475
F830112A20Rik,-0.0432409942939702,0.99999707001475
Snhg8,0.0025287335365237,0.99999707001475
Wdr66,-0.00738432887573039,0.99999707001475
Mllt1,0.00827641900465335,0.99999707001475
Gcn1l1,0.00148451587721899,0.99999707001475
Rsrc1,0.016076773489139,0.99999707001475
Phlda2,0.0572274592511542,0.99999707001475
Gm8459,-0.00437881058196745,0.99999707001475
Gm15710,0.0650396622477066,0.99999707001475
Asl,0.0143008035160385,0.99999707001475
Gata2,-0.069413095586542,0.99999707001475
Map4k1,0.0591480780393697,0.99999707001475
Cep78,-0.0169496578919795,0.99999707001475
Optn,0.0212607173921061,0.99999707001475
Klc3,-0.0463097488206425,0.99999707001475
Paip2b,-0.0602957147492684,0.99999707001475
Atp1b2,-0.0422491902123572,0.99999707001475
U2af2,-0.0346759794911025,0.99999707001475
Paxbp1,0.0219981256145629,0.99999707001475
Gna11,5.49157176269566e-4,0.99999707001475
Emc4,0.0166677188409544,0.99999707001475
Gm9516,0.0312974910304205,0.99999707001475
Gpcpd1,-0.0388631958748923,0.99999707001475
Zmym3,0.0339443742132745,0.99999707001475
Pkd1l1,-0.0175460582582344,0.99999707001475
Lpcat2,-0.0114430835364603,0.99999707001475
Pou5f1,0.00184289835509609,0.99999707001475
Gm6216,0.024375302412689,0.99999707001475
Gm16091,0.057718929980364,0.99999707001475
Gtf2ird2,0.0766559471637348,0.99999707001475
Gal3st3,0.00117293545932295,0.99999707001475
Nat8f4,0.0239440282008653,0.99999707001475
Esx1,0.0617952033042241,0.99999707001475
Gm17102,-0.0687267801507336,0.99999707001475
Gm16386,-0.0470723464180659,0.99999707001475
Igll1,0.0393504122411688,0.99999707001475
Ccdc142,0.0157033497007626,0.99999707001475
9930014A18Rik,-0.129369581133899,0.99999707001475
Clec4a2,0.0864363502015988,0.99999707001475
Mxd3,0.0388559469520702,0.99999707001475
Rpl9-ps7,0.0584163349837697,0.99999707001475
Gm5257,-0.022469388476842,0.99999707001475
Gm17837,0.0202985471814235,0.99999707001475
Tfpt,-0.0325319464550456,0.99999707001475
Mcts2,0.105377792226835,0.99999707001475
Dcaf15,-0.0171012965756081,0.99999707001475
Il18r1,0.0207096767508585,0.99999707001475
Hspb8,0.0362427316505929,0.99999707001475
Gjd3,0.0200216368041575,0.99999707001475
Lrrk2,0.0806275583096033,0.99999707001475
Adam17,-0.00129443271595067,0.99999707001475
March8,0.00505265578618294,0.99999707001475
Msh5,-0.0767698974204807,0.99999707001475
Vstm4,0.0498641535976463,0.99999707001475
Gm27972,0.0148147592303821,0.99999707001475
Itgal,0.0915982108761583,0.99999707001475
Dleu2,0.0342898944555244,0.99999707001475
Gpr157,-0.0125646030351102,0.99999707001475
Card9,0.0420696000484682,0.99999707001475
Wnt5b,-0.00119890101298695,0.99999707001475
Uaca,0.071452832290975,0.99999707001475
Btrc,-0.0892299164171143,0.99999707001475
Gm9358,0.0867753636857018,0.99999707001475
Slc2a9,-0.0400028318057471,0.99999707001475
Gm43464,-0.0249132593695028,0.99999707001475
4930415O20Rik,-0.090994620829314,0.99999707001475
Nbea,-0.0339713520324599,0.99999707001475
Iglc3,0.0468984206908652,0.99999707001475
Rab28,0.051354960161663,0.99999707001475
Uggt1,0.0461469953554784,0.99999707001475
Arsk,0.0565997419501774,0.99999707001475
Abca9,0.0110072343103971,0.99999707001475
Id2,-0.0777132758778513,0.99999707001475
Prpf40a,0.00822521709873001,0.99999707001475
2010309G21Rik,-0.00669786169118783,0.99999707001475
Adamts3,-0.0327818041218217,0.99999707001475
Gm20559,0.0141850706526639,0.99999707001475
Plekhg4,0.0742215331045784,0.99999707001475
Igkv2-112,-0.0273209729902007,0.99999707001475
9330159F19Rik,0.0839869995849611,0.99999707001475
Ptrf,-0.00130518945831914,0.99999707001475
C330022C24Rik,-0.0152178538079626,0.99999707001475
U2surp,-0.0198207408027578,0.99999707001475
RP24-365A12.2,-0.0563004971681064,0.99999707001475
Gm44667,-0.0176180861538651,0.99999707001475
Zdhhc4,-0.0342304368941971,0.99999707001475
Haus6,-0.0476239431154956,0.99999707001475
Gm28373,-0.0440881196766691,0.99999707001475
Farp1,0.0528104744446065,0.99999707001475
Mark2,0.0861112632802156,0.99999707001475
Pde6g,-0.0191898754862307,0.99999707001475
Etfbkmt,0.0403018829133433,0.99999707001475
Gm19684,0.0352312340296575,0.99999707001475
Eif4ebp2,-0.0411396310052609,0.99999707001475
Gm13181,0.0689939544433303,0.99999707001475
Gabpa,0.0482358254997701,0.99999707001475
N6amt1,-0.0377303887175057,0.99999707001475
Dock1,-0.0113425915438649,0.99999707001475
Kdelr2,0.0200909003873188,0.99999707001475
Mrpl19,0.0552021030401322,0.99999707001475
Cutc,-0.0760730525589794,0.99999707001475
Mir8103,0.00461583893136194,0.99999707001475
RP24-246F10.4,-0.0840779982267912,0.99999707001475
Rph3al,-0.088969398863839,0.99999707001475
Gm42517,-0.0158642293305068,0.99999707001475
Pdzd2,0.0339759169057926,0.99999707001475
Tmed9,0.0210305306647811,0.99999707001475
Rnf11,-0.0387068320084433,0.99999707001475
Topbp1,-0.0683422043791648,0.99999707001475
Tln1,-0.0222206975376453,0.99999707001475
Zfp59,-0.0674236553560164,0.99999707001475
6330403N20Rik,0.0997894030806979,0.99999707001475
Gm10842,-0.0267332426150812,0.99999707001475
Echdc3,-0.00388267405100971,0.99999707001475
Zranb1,-0.0098764376240026,0.99999707001475
Gm17971,-6.36947698344258e-4,0.99999707001475
Sfi1,-0.00948866739127622,0.99999707001475
RP24-344C7.3,0.00588171417979176,0.99999707001475
Ppp4c,-0.045226617576016,0.99999707001475
Gm29781,-0.0802976914725796,0.99999707001475
Srprb,-0.0180139323537157,0.99999707001475
Igsf3,-0.0520403961763118,0.99999707001475
Brdt,0.0138906700589855,0.99999707001475
Immt,-0.055470477295712,0.99999707001475
Ppp2r2c,-0.0224889908808894,0.99999707001475
Ola1,-0.0436146207405481,0.99999707001475
Gm13315,0.057568383381938,0.99999707001475
Dnajc2,0.0314612395069758,0.99999707001475
4933417G07Rik,0.0747152024951015,0.99999707001475
Gm26917,-0.0070964519898184,0.99999707001475
Dhx38,0.0942556813965399,0.99999707001475
Rpl36,0.0239157914348827,0.99999707001475
4930548H24Rik,0.0124477629823012,0.99999707001475
Rps8-ps4,-0.101893756590492,0.99999707001475
Gm13607,0.0208693747159923,0.99999707001475
Naxd,0.0629292882495372,0.99999707001475
Fbxo48,0.00713020032442497,0.99999707001475
Tpp1,0.022387937163181,0.99999707001475
Trafd1,0.0327069573603672,0.99999707001475
2310015A10Rik,-0.0893872521262754,0.99999707001475
Aldoa,-0.00549355812892423,0.99999707001475
Elp2,-0.00507952874588926,0.99999707001475
Mrps18c,-0.0882300735157741,0.99999707001475
Zfp184,-0.0706282514122416,0.99999707001475
Gm6787,0.0585705055338644,0.99999707001475
Usp10,0.00388596727278212,0.99999707001475
Nucks1,0.0127996717391074,0.99999707001475
Sbk2,0.0646003574004033,0.99999707001475
Gm44978,-0.0697444234094676,0.99999707001475
Nubpl,0.0413174895124666,0.99999707001475
Gm15703,-0.034971444963587,0.99999707001475
Slc6a21,-0.0389223675362476,0.99999707001475
Gm24909,0.0149924085575165,0.99999707001475
Hibch,0.00178287821004631,0.99999707001475
Maz,0.0744443538043845,0.99999707001475
Gm45041,-0.0530815097331876,0.99999707001475
Art1,0.0733938881671899,0.99999707001475
Gm42856,0.10357005189996,0.99999707001475
Kdm4c,-0.0489346923967183,0.99999707001475
Gm26708,0.033028506912707,0.99999707001475
Nckap1,0.0489065479744984,0.99999707001475
Zfp444,-0.00976938387743693,0.99999707001475
Hdac2,-0.0108962513180401,0.99999707001475
Vps36,-0.0570404374786987,0.99999707001475
Fam89a,0.0276245639975245,0.99999707001475
Azin2,-0.0846408348392399,0.99999707001475
Zfp638,0.0358157243576353,0.99999707001475
Mxra8,-0.0763950709743453,0.99999707001475
Kif16b,-0.081635963203797,0.99999707001475
Sppl2b,0.00854548617995944,0.99999707001475
L3mbtl1,0.0228348768949891,0.99999707001475
Gm17036,0.0701600754990451,0.99999707001475
Rab9b-ps1,0.0378515404112253,0.99999707001475
Crebrf,-0.0281512310895528,0.99999707001475
Gm43484,-0.0444277549058568,0.99999707001475
Gm26368,0.0111135682799756,0.99999707001475
Kif11,0.0630371834391385,0.99999707001475
Ralgapa2,0.0363848202300118,0.99999707001475
Il6ra,-0.00948745308364543,0.99999707001475
Maneal,0.0654288347000047,0.99999707001475
Myc,0.0217762236464384,0.99999707001475
Acot6,0.0882544760538196,0.99999707001475
Engase,-0.0535560839659579,0.99999707001475
Fkrp,0.0454197260253452,0.99999707001475
Gm44335,-0.0733626065613579,0.99999707001475
Gm19967,-0.028847274966626,0.99999707001475
BC017643,-0.0514513727282153,0.99999707001475
Igkv8-21,-0.0186664326442503,0.99999707001475
AA414768,0.00291731897745026,0.99999707001475
Atic,0.00792816476518626,0.99999707001475
Heyl,-0.00460475137151942,0.99999707001475
9530085L11Rik,-0.0151633325908963,0.99999707001475
1700018A14Rik,-0.0143854460463791,0.99999707001475
Scn4b,-0.0733288062066783,0.99999707001475
Mrpl10,0.0700701711324135,0.99999707001475
Rbm15,-0.0176258781930816,0.99999707001475
Top1,-0.0175608579272329,0.99999707001475
Rasl11b,0.0942949319444209,0.99999707001475
Apoo-ps,-0.0226193507371665,0.99999707001475
Gm37276,-0.0312585353243187,0.99999707001475
Sesn3,0.064732823001446,0.99999707001475
Gm20695,-0.0332817146615268,0.99999707001475
Phgdh,-0.0484098007133998,0.99999707001475
Slit3,0.060735748550043,0.99999707001475
Svbp,0.00101704643322024,0.99999707001475
Rsg1,0.0505437062823284,0.99999707001475
Gm45428,-0.0613044753784604,0.99999707001475
Bms1,0.0305573048517306,0.99999707001475
Snapc5,-0.0755564525493854,0.99999707001475
Gm26648,0.0258156522651071,0.99999707001475
Gm9694,-0.00240934989919083,0.99999707001475
Dio2,0.0437959117378031,0.99999707001475
Ascc3,0.0458577996004774,0.99999707001475
1700030C10Rik,0.0397727925599559,0.99999707001475
Gm7561,-0.00645530182865462,0.99999707001475
Chpf,0.0188305634110221,0.99999707001475
Gm12733,-0.105544625179888,0.99999707001475
Hira,-0.0628402973392431,0.99999707001475
Gm16198,-0.0650024683018274,0.99999707001475
Atrn,-0.0300658712641882,0.99999707001475
Foxp2,-0.00901202873038471,0.99999707001475
Myo9a,0.0352954918090222,0.99999707001475
Ak1,0.0404968596352961,0.99999707001475
Mir5107,0.0317072102147509,0.99999707001475
Deb1,-0.0106507771733084,0.99999707001475
Nrm,-0.0198929600768627,0.99999707001475
Arfip2,-0.0894258294592527,0.99999707001475
Depdc5,0.0219036626217695,0.99999707001475
Gm37702,-0.0378071958264622,0.99999707001475
Zdhhc21,0.03380040114228,0.99999707001475
Slc35b3,0.0015937842778393,0.99999707001475
Chchd3,0.0879300253957223,0.99999707001475
Gm19248,0.100526626900363,0.99999707001475
Gm4217,-0.0627235904242026,0.99999707001475
Egr3,0.0163432426525715,0.99999707001475
Gm42667,-0.0156022831708715,0.99999707001475
S100a13,-0.0256394820382079,0.99999707001475
4930438A08Rik,0.0274215367771371,0.99999707001475
Hspb6,-0.0500627788657739,0.99999707001475
Snord111,-0.023807714960633,0.99999707001475
Gm10052,-0.0477792179275551,0.99999707001475
Irf1,-0.0173839892689721,0.99999707001475
Gm6180,0.0477200937961582,0.99999707001475
Rnf2,-0.0508516503811175,0.99999707001475
Klhl7,0.0471294656447794,0.99999707001475
Gm44830,-0.00255195115036865,0.99999707001475
Cic,0.00757352612726298,0.99999707001475
Mrps15,0.0182178430047538,0.99999707001475
Gm37569,-0.0664244287052192,0.99999707001475
Mrpl12,0.0388176405265409,0.99999707001475
Gm22940,-0.0517190648425502,0.99999707001475
Cyp2r1,-0.00479718329856913,0.99999707001475
Cerk,-0.0400853327373617,0.99999707001475
Bbs2,-0.0476471099616857,0.99999707001475
Gm6829,0.025331954161918,0.99999707001475
Herc2,0.0811404793018306,0.99999707001475
Nobox,-0.0149972022092458,0.99999707001475
Clic5,0.0513051987751573,0.99999707001475
Sdc1,0.0259081581755047,0.99999707001475
Fam216a,-0.0286399747903687,0.99999707001475
4931440P22Rik,0.0564525856553567,0.99999707001475
Ighv12-2,-0.107349910644006,0.99999707001475
Ephx3,-0.0376179477975956,0.99999707001475
Gm13665,-0.00873049714492594,0.99999707001475
RP24-325N9.3,-0.0285828693460183,0.99999707001475
Rab27a,-0.0756279204038974,0.99999707001475
Gm44954,0.0130665655143419,0.99999707001475
Ccdc74a,0.0243272545189429,0.99999707001475
Rpe,-0.0689487057802111,0.99999707001475
Dennd4c,0.00140791526180837,0.99999707001475
Aldh4a1,0.0576213174344499,0.99999707001475
Dym,0.0695769834209837,0.99999707001475
Sos2,0.0560210076097581,0.99999707001475
Mta1,0.0677693086417352,0.99999707001475
Wdr41,0.0641844944923927,0.99999707001475
Snord83b,0.0569369455799715,0.99999707001475
Sat2,-0.0223165723451475,0.99999707001475
Rps11-ps4,-4.47016112245765e-5,0.99999707001475
Fbxo38,0.0158414300276115,0.99999707001475
Sp3os,-0.0783867310993258,0.99999707001475
Ywhae,-0.0766740727375089,0.99999707001475
Manf,-0.0391193000880902,0.99999707001475
Flna,-0.0794628582688167,0.99999707001475
Gm38228,0.0263962702851449,0.99999707001475
Gm43124,0.0803548646201424,0.99999707001475
Igkv4-55,0.0684843908226008,0.99999707001475
Slc19a2,0.0153861976032432,0.99999707001475
Pdcl,0.0741196660272061,0.99999707001475
A930030B08Rik,-0.06051919353363,0.99999707001475
Gm43682,-0.0874170960016289,0.99999707001475
Gm12987,0.00534071634800645,0.99999707001475
Gm43920,-0.0551014578993617,0.99999707001475
Rps25,0.0057602207638517,0.99999707001475
Hsd17b11,0.024693902446714,0.99999707001475
Cnpy3,0.014201372120887,0.99999707001475
Cebpg,-0.0678128030145246,0.99999707001475
Btbd19,0.0207040555604802,0.99999707001475
Gm12586,0.0680519658689621,0.99999707001475
Stard13,-0.0594580587360867,0.99999707001475
Rbm8a2,0.066524407054612,0.99999707001475
Gm12025,-0.0324495740047695,0.99999707001475
RP23-159E10.1,0.0170310025720418,0.99999707001475
Terb1,-0.0211765432581809,0.99999707001475
Mir7663,-0.0564185252096343,0.99999707001475
A030001D20Rik,0.0118719612761405,0.99999707001475
Ifi207,-0.0016807342145961,0.99999707001475
Ighv5-9,0.051772271982709,0.99999707001475
Emid1,0.0239293766498773,0.99999707001475
Brca1,-0.102094235179461,0.99999707001475
B3glct,0.015091447381652,0.99999707001475
Gm9522,0.0651113735013582,0.99999707001475
1190002N15Rik,-0.00181012464773963,0.99999707001475
Anxa3,0.0629975807360324,0.99999707001475
Rps19-ps4,0.030084037679223002,0.99999707001475
Ell,-0.11111929404315,0.99999707001475
Gm44769,0.00339561311683047,0.99999707001475
Zc3h8,0.0661101310646069,0.99999707001475
Mir7682,0.083975400260458,0.99999707001475
Gm42423,-0.0112696537529648,0.99999707001475
Gm44745,-0.0964638976003634,0.99999707001475
Grpel1,-0.0202608691489695,0.99999707001475
Gm26588,-0.0237013247275706,0.99999707001475
Slit1,0.0773002619933238,0.99999707001475
Gm12276,0.0631653359194121,0.99999707001475
Hspa1a,0.0710184676809096,0.99999707001475
Olfm4,-0.0869929905830724,0.99999707001475
Fxyd1,-0.0548032789058323,0.99999707001475
1700029J07Rik,0.00338651712734114,0.99999707001475
Gm3696,-0.0502136370567702,0.99999707001475
Creld1,0.0219175587453065,0.99999707001475
Pnma1,0.0366340843893792,0.99999707001475
Gm15899,0.0265001676922013,0.99999707001475
Vamp4,-0.0610647933977039,0.99999707001475
Rps6kl1,-0.0648511198405164,0.99999707001475
Psmg4,0.0577810785046989,0.99999707001475
Grb14,-0.0282124375338212,0.99999707001475
Fam206a,0.0127625231030278,0.99999707001475
Igkv6-14,-0.0369755852035847,0.99999707001475
Trmt10c,-0.0445952877264698,0.99999707001475
Fcmr,-0.0468047849093375,0.99999707001475
Gfi1,0.034308633698287,0.99999707001475
Sec23b,0.0140287449284564,0.99999707001475
Snord42b,0.0259547391348495,0.99999707001475
Pdcd2l,0.0642811198433522,0.99999707001475
Gm12734,0.0645082718462749,0.99999707001475
Pdhb,0.056590627884108,0.99999707001475
Gm23061,0.0526710287743281,0.99999707001475
Mir3057,-0.0287865830618639,0.99999707001475
Lemd3,-0.058795585048562,0.99999707001475
Gm22043,-0.0554259629393303,0.99999707001475
B230311B06Rik,0.00170364495511087,0.99999707001475
Gm13529,0.00170248896446354,0.99999707001475
Bnipl,-0.0799187271451074,0.99999707001475
Tmem120b,0.00519067309704018,0.99999707001475
Slamf1,0.00444036724382566,0.99999707001475
Mto1,-0.0280467119800343,0.99999707001475
Gm18709,-0.0424285834051004,0.99999707001475
Gm11826,-0.0464909382731639,0.99999707001475
Mup-ps22,0.0022233997860111,0.99999707001475
Sema4a,-0.0591537809639362,0.99999707001475
Gm14167,-0.0542026309363935,0.99999707001475
Stxbp4,-0.077727699044434,0.99999707001475
Gm12204,-0.0938083462749211,0.99999707001475
Megf8,0.027131469929679,0.99999707001475
1500004A13Rik,0.0453553636930959,0.99999707001475
Igkv18-36,-0.0283466472019403,0.99999707001475
Gm23751,-0.00816889551932999,0.99999707001475
Dlk2,-0.0620514000370949,0.99999707001475
Mir7028,0.037379910349003,0.99999707001475
Tmem138,-0.0432819090436547,0.99999707001475
Ftl1-ps2,-0.0614452589502746,0.99999707001475
Map2k2,-0.12237094132513,0.99999707001475
Eif5,0.0401979525204706,0.99999707001475
Stxbp1,0.00384946458877896,0.99999707001475
Snx2,0.0179820827202724,0.99999707001475
Zc4h2,-0.023964279991817,0.99999707001475
Gm44684,-0.0484550165538369,0.99999707001475
Sox15,0.0312738820934943,0.99999707001475
Ltc4s,-0.05785166598192,0.99999707001475
Gm13432,-0.0696959156282901,0.99999707001475
Gm16302,-0.0158137379942015,0.99999707001475
Gm44084,0.0385640153298766,0.99999707001475
Gm19202,-0.0343214472385901,0.99999707001475
Urod,0.104593066838343,0.99999707001475
Gm4587,0.0186828019242544,0.99999707001475
Mief2,0.0297223539083996,0.99999707001475
Gm12352,-0.0399803776428772,0.99999707001475
Izumo4,-0.00234221769327115,0.99999707001475
Gm6071,0.0471559258905883,0.99999707001475
Knop1,-0.0556680468782516,0.99999707001475
Gm26947,-0.0337007203522192,0.99999707001475
Ggh,0.014662667391263,0.99999707001475
Hhipl2,-0.0246814121829673,0.99999707001475
Trim37,0.0235958968907413,0.99999707001475
Xkr9,-0.00340253949446887,0.99999707001475
5430405H02Rik,0.0419287734301432,0.99999707001475
Gm6023,-0.0841130208127931,0.99999707001475
Trnt1,0.0624846220526223,0.99999707001475
Ginm1,0.0918320211030604,0.99999707001475
Mir6999,-0.0863300703589153,0.99999707001475
H3f3a-ps2,0.0443846670813565,0.99999707001475
Nudt16,-0.0238486299099351,0.99999707001475
Gm7799,0.0406468147168778,0.99999707001475
Aifm2,-0.0426318719334066,0.99999707001475
Gm15760,-0.0414995874307145,0.99999707001475
5730508B09Rik,0.0303119519604645,0.99999707001475
Lsm5,0.0434812744149464,0.99999707001475
Grb7,-0.014555396173989,0.99999707001475
Gm38214,0.0728582407353686,0.99999707001475
Asxl1,-0.105176111812574,0.99999707001475
Stmn4,-0.0311109111002438,0.99999707001475
Cdc42ep4,-0.0492789578079581,0.99999707001475
B3gnt4,-0.0468683887090611,0.99999707001475
Stag3,0.00518658089295036,0.99999707001475
Gm17147,-0.0546375160682869,0.99999707001475
Hbp1,0.0359065285632627,0.99999707001475
Clcn7,0.0128864667168877,0.99999707001475
Atp2a3,-0.0112961443816185,0.99999707001475
Stat3,-0.10801717507411,0.99999707001475
Gm12943,0.00237151557271492,0.99999707001475
Gm24144,-0.112017455994965,0.99999707001475
Olfm1,-0.0254087011401751,0.99999707001475
Commd7,-0.0441639361347457,0.99999707001475
Gm25948,-0.0838876633826701,0.99999707001475
Rpl12-ps1,-0.0924824588308084,0.99999707001475
Ncl,-0.0129215075223204,0.99999707001475
Ccdc122,0.0265841256057885,0.99999707001475
Fam222b,0.00710689913371984,0.99999707001475
Gm43726,-0.0386076055153358,0.99999707001475
Uros,0.04770094759594,0.99999707001475
Rnf223,0.0770484763936706,0.99999707001475
